id,ff_ratio,no_tweets,profile_has_name,no_friends,no_followers,following_rate,belongs_to_list,location,has_bio,dataset,real
43964510,8.614995438346065e-05,34799,1,2488,5374,1.2272208266727562,1,1,1,E13_real,1
44042861,0.007268304260116293,4071,1,735,318,0.07261931947933319,1,1,1,E13_real,1
44335261,0.0003536271913253389,1994,1,190,733,0.16742804933759708,0,0,1,E13_real,1
44451302,0.0026373949215124626,3288,1,395,387,0.0884167237834133,1,0,1,E13_real,1
45100798,0.008640281730513299,14565,1,422,221,0.05051428571428571,1,0,1,E13_real,1
45307775,0.0001614746312511883,32058,1,417,1607,0.36739826245999085,1,0,0,E13_real,1
45529357,0.0009592363893577614,8820,1,853,943,0.21564143608506747,1,1,1,E13_real,1
45778279,0.00034484157572315304,12283,1,306,942,0.21546203110704484,0,0,1,E13_real,1
46137662,0.0,18841,1,0,404,0.09242736215968886,1,1,1,E13_real,1
46334699,0.0030478624569443527,8475,1,1660,738,0.1688787185354691,1,1,1,E13_real,1
47612213,0.1696,499,1,424,50,0.011454753722794959,0,0,1,E13_real,1
48034707,0.007294005802422594,6773,1,445,247,0.05661242264496906,1,1,1,E13_real,1
48182327,0.00040833441673182315,107554,1,892,1478,0.3387577355030942,1,1,1,E13_real,1
48652450,0.002250337267172284,6392,1,794,594,0.1361760660247593,1,1,1,E13_real,1
48989220,6.435718529045184e-05,87288,1,2210,5860,1.3437285026370098,1,1,1,E13_real,1
49044510,0.077648891966759,2705,1,1794,152,0.03486238532110092,1,0,1,E13_real,1
49319803,0.001149783970461652,24756,1,549,691,0.15848623853211008,1,1,1,E13_real,1
49341424,0.007206382796190912,923,1,252,187,0.042889908256880736,1,1,1,E13_real,1
49934607,0.024272211720226842,2094,1,1284,230,0.05277650298301973,1,1,1,E13_real,1
49977491,0.03170828378913991,2363,1,240,87,0.019963285910968333,1,1,1,E13_real,1
50571065,0.018841143746709095,19585,1,823,209,0.047979797979797977,1,1,1,E13_real,1
50589337,0.008339423923839509,3409,1,445,231,0.05303030303030303,1,1,1,E13_real,1
50598277,0.01209077380952381,1921,1,1365,336,0.07713498622589532,1,0,1,E13_real,1
50619779,0.006121566273568251,4043,1,1387,476,0.10927456382001836,1,1,1,E13_real,1
50972738,0.003656209074371226,1565,1,818,473,0.10861079219288175,0,1,1,E13_real,1
51005435,0.19941563184806427,115,1,1092,74,0.016991963260619976,1,0,1,E13_real,1
51015996,0.03933518005540166,733,1,355,95,0.021814006888633754,1,1,1,E13_real,1
51037293,0.0051168646694214875,31828,1,634,352,0.08082663605051665,1,1,1,E13_real,1
51150318,0.0006001664889850491,19581,1,1757,1711,0.3929719797887,1,1,1,E13_real,1
51738765,0.021102183264345428,4063,1,260,111,0.025499655410062026,1,0,1,E13_real,1
51780170,0.020629706777759976,1050,1,515,158,0.03630514705882353,1,1,1,E13_real,1
52157135,0.00037261887450923365,2123,1,533,1196,0.27487933808319925,1,1,1,E13_real,1
53025684,0.0024784926768969522,6796,1,794,566,0.13014486088756036,1,0,1,E13_real,1
53027768,0.00965064046602435,4459,1,608,251,0.057714417107381004,1,0,1,E13_real,1
53621838,0.0036684303350970017,13522,1,364,315,0.07246376811594203,1,1,1,E13_real,1
54556442,0.005486958096848207,2825,1,727,364,0.08379373848987108,1,1,1,E13_real,1
54864334,0.0015916955017301038,4020,1,46,170,0.039143449228643795,1,1,1,E13_real,1
54867711,0.015238095238095238,2894,1,168,105,0.02417683628827999,1,1,1,E13_real,1
54911584,0.014858277376033058,383,1,1841,352,0.08104996546166245,1,0,1,E13_real,1
55550359,0.0091,1253,1,819,300,0.0691085003455425,1,1,1,E13_real,1
55590832,0.001223184430099133,16002,1,890,853,0.1964985026491592,1,1,1,E13_real,1
55819049,0.0012200933135744546,46044,1,233,437,0.10069124423963134,1,0,1,E13_real,1
56326516,3.650368147625339e-05,121055,1,33753,30408,7.009681881051176,1,1,1,E13_real,1
56345134,3.568168482126399e-05,7850,1,946,5149,1.1869525126786538,1,1,1,E13_real,1
56466070,0.0032854395978743054,23619,1,217,257,0.059257551302743836,1,1,1,E13_real,1
56662794,0.0205078125,106,1,84,64,0.014756744293290294,0,0,0,E13_real,1
56706947,0.026446081391136335,1178,1,219,91,0.020982245792022135,0,1,1,E13_real,1
56966762,0.08156355801785165,1148,1,265,57,0.013145756457564576,1,1,1,E13_real,1
57365720,0.012965668371073777,6536,1,71,74,0.01707035755478662,1,1,1,E13_real,1
57928664,0.0067207246694426185,20123,1,1472,468,0.1080083083314101,1,1,1,E13_real,1
59083826,0.04603909465020576,602,1,537,108,0.02494802494802495,1,1,0,E13_real,1
59402800,0.0,486,1,0,72,0.0166358595194085,0,1,1,E13_real,1
60508255,0.008577271756051403,10269,1,1124,362,0.08371877890841813,1,1,1,E13_real,1
61198155,0.0022718974400584204,15339,1,56,157,0.03632577510411846,1,1,1,E13_real,1
61452320,0.0029176023209690374,747,1,178,247,0.0571626938208748,1,1,1,E13_real,1
61513445,0.022608695652173914,1974,1,299,115,0.026614209673686648,1,0,1,E13_real,1
61794519,0.064,161,1,40,25,0.005787037037037037,1,1,1,E13_real,1
62017536,0.0073245092207019635,1284,1,197,164,0.03797175272053716,0,1,1,E13_real,1
63517006,0.0549112426035503,310,1,232,65,0.015070716438673777,0,1,1,E13_real,1
63822625,0.01115702479338843,1759,1,135,110,0.025510204081632654,1,1,1,E13_real,1
64967572,0.00202178955078125,110247,1,530,512,0.11884865366759517,1,1,1,E13_real,1
66092090,0.05915178571428571,1594,1,742,112,0.026022304832713755,0,1,1,E13_real,1
67002064,0.002186681062316994,29464,1,640,541,0.12578470123227156,1,0,1,E13_real,1
67006908,0.0006327370396515212,5707,1,147,482,0.11206696117182051,1,1,1,E13_real,1
69843045,0.0029893167388603294,3861,1,1138,617,0.14378932649731999,1,1,0,E13_real,1
69892452,0.008364352493074793,475,1,773,304,0.07084595665346073,0,1,1,E13_real,1
70735118,0.005550129273197357,4676,1,483,295,0.06881268952647539,1,1,1,E13_real,1
71295474,0.0011817016503765422,16633,1,118,316,0.07374562427071178,1,1,1,E13_real,1
71336448,0.009115005434678972,3396,1,478,229,0.053442240373395566,1,0,1,E13_real,1
71366031,0.03780832060715442,933,1,817,147,0.034305717619603264,1,1,1,E13_real,1
71495570,0.003956513366362634,4878,1,226,239,0.05577596266044341,1,1,1,E13_real,1
71582266,0.006313241833269144,19419,1,2885,676,0.15779645191409897,1,1,1,E13_real,1
72149178,0.009012244897959184,2197,1,276,175,0.04086875291919664,1,1,1,E13_real,1
72314987,0.07899375100144208,947,1,493,79,0.018453632328895117,0,1,1,E13_real,1
72816504,0.05896490946963628,4018,1,368,79,0.018457943925233644,0,1,1,E13_real,1
72967193,0.004943056993510265,2694,1,783,398,0.09301238607151203,1,1,1,E13_real,1
73627373,0.010007721540068737,9011,1,661,257,0.060088847322889875,1,1,1,E13_real,1
73799359,0.023892039487502625,772,1,455,138,0.032273152478952294,1,1,1,E13_real,1
74147053,0.028668912374040394,3090,1,1983,263,0.06152046783625731,1,0,1,E13_real,1
74156552,0.0002864730498445033,2838,1,3804,3644,0.8523976608187135,1,1,1,E13_real,1
74544145,0.00010997981586236544,11074,1,658,2446,0.5724315469225368,1,1,1,E13_real,1
75270480,0.008331583000770146,1674,1,357,207,0.04846640131116835,1,1,1,E13_real,1
75320990,0.04788572356139924,2604,1,590,111,0.025995316159250586,1,0,1,E13_real,1
75386921,0.012141618202224263,4383,1,119,99,0.023185011709601872,1,1,0,E13_real,1
75522479,0.005814786757027907,14901,1,284,221,0.05175644028103044,1,1,1,E13_real,1
75777355,0.005063090858747676,24451,1,128,159,0.03724525650035137,0,1,1,E13_real,1
76286424,0.001029304607921569,8918,1,202,443,0.10382001406140146,1,0,1,E13_real,1
76982240,0.0008009392460408745,7094,1,4495,2369,0.5555816135084428,1,0,1,E13_real,1
77165019,0.03297246876589971,4586,1,2333,266,0.0623827392120075,1,0,0,E13_real,1
77243029,0.001709217952163397,6649,1,636,610,0.1430581613508443,1,1,1,E13_real,1
77528520,4.818112063841028e-06,104773,1,25524,72784,17.077428437353355,1,1,1,E13_real,1
78116487,0.0006070283323876007,12974,1,506,913,0.21431924882629108,1,1,1,E13_real,1
78719596,0.2231404958677686,291,1,108,22,0.005166744950681071,1,0,0,E13_real,1
80000814,0.007852447041636231,13615,1,387,222,0.05218617771509168,0,0,1,E13_real,1
81056258,0.003626873703299335,5920,1,1166,567,0.13341176470588234,0,1,1,E13_real,1
81218261,0.023923900118906063,249,1,503,145,0.034125676629795244,0,1,1,E13_real,1
81239268,6.352986915667778e-06,33891,1,259,6385,1.5027065191809839,1,1,1,E13_real,1
81352611,0.0019172548269572559,15818,1,411,463,0.1089668157213462,1,1,1,E13_real,1
81592426,0.0008470502048945766,17908,1,333,627,0.1475988700564972,1,1,1,E13_real,1
81680710,0.003788115227364939,9225,1,1942,716,0.16858959265363785,1,1,1,E13_real,1
81915249,0.006822188136718482,16175,1,2682,627,0.14766839378238342,1,1,1,E13_real,1
82068999,0.00024535917961736813,48853,1,1834,2734,0.6439001413094677,1,0,1,E13_real,1
82324675,0.0020868096068517613,3463,1,499,489,0.11519434628975266,1,1,1,E13_real,1
82837121,0.0009757396449704142,91458,1,1649,1300,0.3063869903370257,1,1,1,E13_real,1
83087554,0.0003507200841116925,5742,1,459,1144,0.2696841112682697,1,1,1,E13_real,1
83236897,0.006666898558790451,12686,1,4025,777,0.1832115067201132,1,1,0,E13_real,1
83581269,0.0031149407120950527,5408,1,1557,707,0.16674528301886793,1,1,1,E13_real,1
84114885,0.010044545375141933,10412,1,115,107,0.02525371725277319,1,1,1,E13_real,1
84214494,0.005743473860132288,9957,1,732,357,0.08425772952560774,1,1,1,E13_real,1
84426046,0.0723062381852552,402,1,153,46,0.010859301227573183,0,1,1,E13_real,1
84561646,0.01590328208040894,3502,1,392,157,0.037063267233238904,1,1,1,E13_real,1
84596057,0.00014215631833517793,29780,1,928,2555,0.6031633616619453,1,1,1,E13_real,1
85305729,0.011639030612244899,5677,1,146,112,0.026458776281596975,1,1,0,E13_real,1
85637186,0.014473274434919439,14058,1,883,247,0.05837863389269676,0,1,1,E13_real,1
85668015,0.08400292184075968,730,1,115,37,0.008744977546679272,0,1,1,E13_real,1
85866409,0.006066573707548853,27277,1,918,389,0.09196217494089834,1,1,1,E13_real,1
86525417,0.007788111342351717,1588,1,479,248,0.0586565752128666,0,0,0,E13_real,1
86612717,0.0410958904109589,596,1,219,73,0.01726993139342323,1,0,1,E13_real,1
86741673,0.008582136558327035,8104,1,545,252,0.05961674946770759,0,1,1,E13_real,1
86981924,0.042751620788606656,1407,1,1609,194,0.04591715976331361,1,1,1,E13_real,1
87654715,0.006829660238751148,1838,1,119,132,0.031257399952640305,1,1,1,E13_real,1
88528666,0.004999780711372308,2227,1,114,151,0.03579047167575255,1,1,1,E13_real,1
89237976,0.019520851818988466,1917,1,506,161,0.03818785578747628,1,1,1,E13_real,1
89734891,0.3088235294117647,3531,1,357,34,0.008068343616516375,1,1,1,E13_real,1
91303893,0.008849738182486296,9806,1,867,313,0.07438212927756654,1,1,1,E13_real,1
92225723,2.781410598832176e-05,28480,1,151,2330,0.5542340627973359,1,1,1,E13_real,1
92403540,2.0665132757534328e-10,6846,1,571,1662260,395.49369497977636,1,0,1,E13_real,1
93259719,0.0007931882798828547,20636,1,965,1103,0.26268159085496545,1,1,1,E13_real,1
94841494,0.02221074380165289,999,1,172,88,0.02099236641221374,1,1,1,E13_real,1
95008519,0.00045501409754660605,968,1,519,1068,0.2547709923664122,1,1,1,E13_real,1
95243555,0.001059205639720651,5015,1,241,477,0.11384248210023866,1,1,1,E13_real,1
95452901,0.002331443675959029,2191,1,628,519,0.12389591788016233,1,1,1,E13_real,1
96338067,0.003251152746721315,4298,1,679,457,0.10917343526039178,1,1,1,E13_real,1
96586973,0.04610339506172839,3156,1,239,72,0.017208413001912046,0,1,0,E13_real,1
98913291,1.448888888888889,388,1,326,15,0.0035936751317680884,0,1,1,E13_real,1
100996879,0.05945821854912764,763,1,259,66,0.01584253480556889,0,1,1,E13_real,1
101503282,0.004125619834710744,6244,1,312,275,0.06604226705091258,1,1,1,E13_real,1
102422355,0.10888888888888888,149,1,98,30,0.007211538461538462,0,1,1,E13_real,1
102760709,0.03225806451612903,5350,1,279,93,0.02236114450589084,1,1,0,E13_real,1
103055195,0.08218277449046679,78,1,125,39,0.00937950937950938,0,0,1,E13_real,1
103304208,0.10939357907253269,527,1,92,29,0.006976184748616791,0,1,1,E13_real,1
104235671,0.035401049077279194,8943,1,1667,217,0.05223880597014925,1,1,1,E13_real,1
104566770,7.909477315184607e-06,43321,1,974,11097,2.6720443053214544,1,1,1,E13_real,1
104754590,0.00224927906410343,1742,1,1099,699,0.1683120635685047,1,1,0,E13_real,1
104775098,0.011312289697163917,1523,1,1765,395,0.09511196725258848,1,1,1,E13_real,1
104818930,0.038739669421487606,592,1,300,88,0.021189501565133637,0,1,1,E13_real,1
104897833,0.00040252359600486374,19727,1,674,1294,0.31165703275529866,1,1,0,E13_real,1
105128951,0.015408587257617729,160,1,89,76,0.018304431599229287,1,1,1,E13_real,1
105429377,0.00017846079971875007,39372,1,5328,5464,1.3163093230546856,1,0,0,E13_real,1
105496654,0.0137939453125,2545,1,226,128,0.030835943146229824,1,1,1,E13_real,1
107216254,0.015352438590245638,580,1,690,212,0.051145958986731,1,1,1,E13_real,1
107990833,0.011524913648644027,3511,1,337,171,0.041274438812454746,1,0,1,E13_real,1
108148833,0.012591979252917558,15862,1,806,253,0.06108160309029454,1,1,1,E13_real,1
108557681,3.101223329479367e-05,7388,1,827,5164,1.2470417773484666,1,1,1,E13_real,1
109079114,0.0011750816105970997,26998,1,847,849,0.2051220101473786,1,1,1,E13_real,1
110273768,5.388390358877575e-05,80485,1,9450,13243,3.202660217654172,1,1,1,E13_real,1
110439086,0.0033115625422278274,35206,1,1838,745,0.18016928657799275,1,1,1,E13_real,1
110942781,0.0007860948554458904,673,1,9,107,0.02588918461166223,1,1,1,E13_real,1
111354131,0.03367687617941646,34,1,232,83,0.020091987412248852,1,0,0,E13_real,1
111924058,0.00026702499328137597,17012,1,2484,3050,0.7386776459191088,1,0,1,E13_real,1
112745297,6.964874729854997e-05,43196,1,5609,8974,2.174460867458202,1,1,1,E13_real,1
113487244,0.006973378360598219,8378,1,159,151,0.03661493695441319,1,1,1,E13_real,1
113746083,0.0003590795663982608,19395,1,1364,1949,0.47271404317244725,1,0,1,E13_real,1
114467204,0.019868610799551354,669,1,124,79,0.019170104343605922,0,1,1,E13_real,1
114541436,0.018337673611111112,16,1,169,96,0.02330097087378641,0,1,1,E13_real,1
115340992,0.12009512485136742,1082,1,101,29,0.007042253521126761,0,0,1,E13_real,1
115349856,0.001990875398761494,1509,1,2716,1168,0.28363283147158813,1,1,1,E13_real,1
115955798,0.0002460012487891414,60508,1,4047,4056,0.9854227405247813,1,1,1,E13_real,1
116190007,0.016419958827565924,1960,1,670,202,0.04908869987849332,1,0,1,E13_real,1
116538160,0.026068261220102123,1124,1,97,61,0.014831023583758814,0,1,0,E13_real,1
117463248,0.013330428507237101,2719,1,979,271,0.0659367396593674,1,1,1,E13_real,1
117708359,0.00014728381037945831,37639,1,720,2211,0.537956204379562,1,0,1,E13_real,1
118024286,0.007811865919974028,11251,1,1540,444,0.1080554879532733,1,1,1,E13_real,1
118339229,0.005508122980172941,6062,1,1009,428,0.10418695228821812,0,1,1,E13_real,1
118898139,1.4352546252605917e-05,28627,1,1223,9231,2.2481734047735022,1,1,1,E13_real,1
119065059,0.0057037588124845,505,1,483,291,0.07087189478811495,1,1,1,E13_real,1
123582130,0.050347222222222224,1725,1,116,48,0.011730205278592375,1,0,0,E13_real,1
123912727,0.1865234375,785,1,191,32,0.007823960880195598,0,1,1,E13_real,1
125088832,0.040997229916897505,1054,1,370,95,0.0232501223690651,1,1,1,E13_real,1
126727689,0.0069155264723378945,15923,1,744,328,0.0803724577309483,1,0,1,E13_real,1
126737626,0.015112659473234303,1582,1,937,249,0.06101445724087234,1,1,1,E13_real,1
128587032,0.0002998182289483201,3535,1,1499,2236,0.5485770363101079,1,1,1,E13_real,1
129214047,0.0006851754184303172,25499,1,152,471,0.11561119293078057,1,1,1,E13_real,1
130766020,0.003168854685377999,6346,1,112,188,0.0462029982796756,1,0,1,E13_real,1
131435310,0.0029523426616481787,2563,1,1990,821,0.2018686992869437,1,0,1,E13_real,1
132104173,0.00017191494704163623,64997,1,241,1184,0.2912669126691267,1,1,1,E13_real,1
132128902,0.021808999081726354,237,1,95,66,0.016236162361623615,1,0,1,E13_real,1
132182052,0.02465,408,1,986,200,0.04920049200492005,1,1,1,E13_real,1
132621562,0.008458527963640954,257,1,67,89,0.021904996308146688,0,1,1,E13_real,1
132888488,0.007455813341520109,2068,1,170,151,0.03716465665764214,1,0,1,E13_real,1
132983450,0.5208333333333334,392,1,75,12,0.0029542097488921715,0,1,1,E13_real,1
133447001,5.2179464025050416e-05,16874,1,4590,9379,2.3095296724944596,1,1,1,E13_real,1
134526134,0.005198180636777128,11914,1,152,171,0.0421389847215377,0,1,1,E13_real,1
134803800,0.00021115241078855943,4986,1,3496,4069,1.0027106949236078,1,1,1,E13_real,1
135111235,0.0,806,1,0,113,0.02785309341878235,0,1,1,E13_real,1
135248338,0.1461218836565097,537,1,211,38,0.009368836291913214,0,1,1,E13_real,1
135441917,0.000476034479228517,11176,1,93,442,0.10897435897435898,1,1,1,E13_real,1
135525784,0.002744174646802402,48781,1,627,478,0.1178500986193294,1,1,1,E13_real,1
135894129,0.07694675284702986,3379,1,250,57,0.01405672009864365,0,1,0,E13_real,1
136692380,0.004815204253102859,11644,1,490,319,0.07872655478775913,1,1,1,E13_real,1
137390297,0.030099435635581834,372,1,112,61,0.015061728395061728,0,1,1,E13_real,1
138322603,0.010777354570637119,284,1,249,152,0.037549407114624504,0,1,1,E13_real,1
138438793,0.0014624119989121082,19227,1,2296,1253,0.30953557312252966,1,0,1,E13_real,1
140030010,1.2512348848100902e-05,11548,1,551,6636,1.6413554291367796,1,1,1,E13_real,1
140191830,2.568588378432102e-06,83091,1,377,12115,2.99727857496289,1,0,1,E13_real,1
141669233,0.001128428687164847,13170,1,117,322,0.07974244675581971,1,1,1,E13_real,1
142238323,0.0003916179707359415,3311,1,1617,2032,0.503344067376765,1,1,1,E13_real,1
142335653,0.005572906338819485,10153,1,1349,492,0.12190287413280476,1,1,1,E13_real,1
143990497,0.28888888888888886,197,1,65,15,0.003720238095238095,0,1,1,E13_real,1
144207876,0.00030847439780098463,16504,1,1705,2351,0.583229967749938,1,1,1,E13_real,1
144305807,0.007980453671442409,11939,1,552,263,0.06524435623914661,1,1,1,E13_real,1
148536610,0.00866436352799638,2037,1,785,301,0.07487562189054726,1,1,1,E13_real,1
149278846,0.009644970414201183,371,1,652,260,0.06470881035340965,1,1,1,E13_real,1
150026364,0.0,1502,1,0,350,0.08715139442231076,1,0,1,E13_real,1
150983977,0.007244832729597273,7806,1,442,247,0.06153462879920279,1,1,1,E13_real,1
151590831,0.003392905133028756,16,1,202,244,0.06081754735792622,1,1,1,E13_real,1
151602547,0.059644970414201186,3272,1,252,65,0.016201395812562313,1,1,1,E13_real,1
151832482,0.005179063360881543,11475,1,141,165,0.04112662013958126,1,1,1,E13_real,1
153094652,0.01674495320735774,5545,1,467,167,0.041666666666666664,1,1,1,E13_real,1
153324815,4.2059871119700176e-05,12155,1,627,3861,0.9633233532934131,1,1,1,E13_real,1
154267358,0.09779750164365549,5375,1,595,78,0.01947565543071161,0,1,1,E13_real,1
154624409,0.0,361,1,0,38,0.00949050949050949,0,1,1,E13_real,1
155845161,0.01156305770374777,4892,1,311,164,0.040989752561859535,0,1,1,E13_real,1
