source_id,target_id,friends_count
349392750,217930442,1491
349392750,300052861,225
349392750,49633019,1151
349392750,911074507,22
349392750,877028875,302
349392750,877032630,342
349392750,26213856,199
349392750,30118962,72
349392750,882266653,17
349392750,206930103,183
349392750,32920077,29342
349392750,946298048,0
349392750,605348852,49
349392750,976751119,409
349392750,184596818,616
349392750,558444821,455
349392750,28104195,810
349392750,330594743,982
349392750,117224019,378
349392750,478087201,1025
349392750,23482474,1605
349392750,18056442,965
349392750,29467174,1342
349392750,71838411,47
349392750,288598548,27
349392750,297657144,872
349392750,27420349,917
349392750,18541970,10121
349392750,81653494,390
349392750,20490840,30375
349392750,31877796,944
349392750,84493361,690
349392750,422737714,1126
349392750,566790315,1009
349392750,23475123,398
349392750,448514462,4
349392750,592987624,793
349392750,732773016,413
349392750,983822269,7421
349392750,27038968,0
349392750,23281420,7557
349392750,957107814,2071
349392750,840002119,49
349392750,102856128,11008
349392750,23588838,6172
349392750,554639935,155
349392750,17776189,3935
349392750,245557222,8598
349392750,50012439,24363
349392750,18247558,1177
349392750,328321256,0
349392750,987458874,1183
349392750,105233745,586
349392750,985075645,14
349392750,178105643,11983
349392750,17573765,0
349392750,630622643,438
349392750,271072803,708
349392750,192797917,203
349392750,618390440,10
349392750,983360173,9
349392750,730695787,26
349392750,979301504,265
349392750,595200692,0
349392750,932888360,33
349392750,167440115,470
349392750,754613281,54
349392750,965456762,4
349392750,756870834,1498
349392750,342988549,979
349392750,928321219,1478
349392750,275862456,207
349392750,14710129,1254
349392750,360793798,360
349392750,59838468,1155
349392750,464509647,29
349392750,70903729,239
349392750,107474787,82
349392750,99448420,133
349392750,14597680,112
349392750,230140702,49
349392750,239014001,232
349392750,36412963,46
349392750,25421094,0
349392750,58241177,3997
349392750,16507391,277
349392750,349271374,92
349392750,114501238,70
349392750,79708561,201
349392750,94816809,158
349392750,41799998,586
349392750,328176292,372
349392750,83529586,554
349392750,24705126,1071
349392750,99642673,163
349392750,19929890,3247
349392750,121044171,895
349392750,5520952,184
349392750,53556894,83
349392750,41364508,455
349392750,110384744,195
349392750,109241992,229
349392750,118024094,265
349392750,55932637,22
349392750,132385468,24
349392750,14099695,13
349392750,166739404,388
349392750,21991769,1238
349392750,142953715,4088
349392750,92945681,159
349392750,122995784,185
349392750,219705027,6
349392750,20609518,0
349392750,349462060,527
349392750,278362905,0
349392750,97614907,191
349392750,34197952,243
349392750,64526820,743
349392750,95377752,249
349392750,105435026,166
349392750,156109109,223
349392750,134388530,2
349392750,143368209,0
349392750,246752931,1
349392750,14677117,2577
349392750,18217624,2714
349392750,56761423,282
349392750,50393960,283
349392750,59808841,388
349392750,87170183,410
349392750,92724677,138
349392750,145125358,1805
349392750,101311381,77
349392750,86254626,106
349392750,18681139,536
349392750,113419517,92
349392750,134758540,470
349392750,57998991,314
349392750,101695592,67
349392750,128155589,243
349392750,97865628,375
349392750,108936259,163
349392750,76294950,185
349392750,31348594,27
349392750,155151279,10
349392750,92708272,33
349392750,51376979,1023
349392750,56631494,94
349392750,70179948,3316
349392750,66334209,143
616231691,1488465540,132
616231691,48948710,4105
616231691,1395578322,12241
616231691,578599347,487
616231691,1183111178,249
616231691,76690619,1109
616231691,1254728024,777
616231691,567312191,56
616231691,455020257,1662
616231691,943631557,2176
616231691,1046643686,333
616231691,1368498470,1036
616231691,520520686,69
616231691,974700937,222
616231691,320202923,13655
616231691,956815699,186
616231691,338908433,1330
616231691,1268340883,0
616231691,774494659,32072
616231691,106631943,1335
616231691,478985419,1428
616231691,385757034,293
616231691,358640673,512
616231691,194403638,0
616231691,151503222,653
616231691,28139070,11433
616231691,37674313,1166
616231691,979272296,611
616231691,980953999,1884
616231691,47206924,606
616231691,924086300,2146
616231691,792842730,1565
616231691,491830955,12530
616231691,69791178,110
616231691,80773930,1042
616231691,16104017,13474
616231691,1385575538,79
616231691,1047908394,95
616231691,1297597904,1029
616231691,324481883,183
616231691,51825931,6184
616231691,24843979,35
616231691,714752120,1634
616231691,25887274,6288
616231691,1373608591,74
616231691,36799336,1944
616231691,237010488,884
616231691,50826577,2584
616231691,1424304518,12
616231691,1368944798,0
616231691,349926226,3053
616231691,438845624,2458
616231691,391153576,2874
616231691,33411947,1680
616231691,119141257,20173
616231691,122130034,137
616231691,485144463,0
616231691,406342553,372737
616231691,160702997,345
616231691,202451745,139
616231691,107309612,1035
616231691,624255339,35513
616231691,32848178,738
616231691,3083971,27
616231691,519556596,25415
616231691,873978367,45
616231691,1341114823,0
616231691,252230274,923
616231691,78205950,1495
616231691,1359832098,29
616231691,67190283,1764
616231691,521670170,181
616231691,539551086,202
616231691,243736810,39
616231691,42594427,7444
616231691,1129350392,4973
616231691,28162811,108703
616231691,53918386,320
616231691,36008779,3972
616231691,1047305005,908
616231691,28256303,6074
616231691,1308878167,1307
616231691,256061796,60
616231691,477006364,224
616231691,405030097,131
616231691,50629151,303
616231691,238548291,13
616231691,401620888,114
616231691,31647040,0
616231691,17352952,370
616231691,1336787947,41016
616231691,752146998,1089
616231691,275585434,852
616231691,320056143,45
616231691,155094317,11912
616231691,854948268,2589
616231691,85019390,465
616231691,713263,5372
616231691,1073802444,2676
616231691,59781099,274
616231691,54525773,20180
616231691,939275744,19
616231691,1286725652,169
616231691,479881890,3288
616231691,29953742,172
616231691,355919953,0
616231691,56440764,414891
616231691,89523517,136
616231691,24134009,83883
616231691,17715247,39433
616231691,42034114,174251
616231691,39922782,12568
616231691,71376508,365
616231691,20413022,282
616231691,93712683,34882
616231691,432140413,9846
616231691,743594532,34
616231691,334297027,188
616231691,40257818,28994
616231691,284771672,4594
616231691,19385404,13384
616231691,744282248,2713
616231691,327695157,0
616231691,29397541,3132
616231691,305435414,184
616231691,211441344,608
616231691,1151339580,21
616231691,285826830,198
616231691,266150329,1843
616231691,64116187,64221
616231691,801643813,116
616231691,568500246,559
616231691,443877591,1389
616231691,43154983,61309
616231691,296882884,24753
616231691,63573116,4638
616231691,22365249,0
616231691,69717025,242
616231691,555575405,180
616231691,24865400,1413
616231691,139756589,1690
616231691,239762393,32780
616231691,43122609,36321
616231691,40062979,1942
616231691,355701474,1
616231691,576910533,103
616231691,29548043,5069
616231691,22968180,23430
616231691,84674616,65
616231691,21474789,1178
616231691,67647709,7445
616231691,700403322,77
616231691,733342722,8131
616231691,292647979,99
616231691,71462670,141
616231691,627414476,735
616231691,418718009,22
616231691,279246474,471
616231691,1053554150,297
616231691,145692201,1244
616231691,1129594106,68
616231691,39236268,7187
616231691,565214599,43699
616231691,242654160,315
616231691,164173164,245
616231691,185002007,815
616231691,235235223,56
616231691,14859648,530
616231691,537041922,0
616231691,1111826196,184
616231691,30983941,775
616231691,475472307,248
616231691,41002042,814
616231691,129900475,4764
616231691,54253305,2436
616231691,124027608,507
616231691,193704387,8074
616231691,229093651,1819
616231691,308475513,9502
616231691,377480278,54
616231691,475457090,0
616231691,265710820,710
616231691,65103691,158
616231691,747971096,20
616231691,241339629,3
616231691,406873751,134
616231691,811851086,3075
616231691,149429451,952
616231691,46444766,24
616231691,115780123,238
616231691,25375460,297
616231691,225699522,2137
616231691,526902892,2946
616231691,1133231659,261
616231691,90052561,733
616231691,634420275,6
616231691,1041773978,6
616231691,718421856,37
616231691,39828732,208
616231691,1004905536,694
616231691,98303747,13181
616231691,825351974,81
616231691,182406540,444
616231691,33197261,1785
616231691,130338379,607
616231691,30181026,1
616231691,25418123,344
616231691,25880402,39293
616231691,11785482,8439
616231691,99687231,6105
616231691,42519612,486
616231691,25982387,842
616231691,213883469,18780
616231691,1071804518,0
616231691,990758041,1
616231691,990887977,7
616231691,21116090,378
616231691,55075301,476
616231691,40519997,7229
616231691,33923443,4220788
616231691,72838672,476
616231691,636955814,39
616231691,881394702,546
616231691,29064898,1166
616231691,53116516,1646
616231691,129964269,0
616231691,344633710,154636
616231691,171569929,839
616231691,935444862,23
616231691,130847904,1493
616231691,724410338,739
616231691,255359410,2189
616231691,19303058,587
616231691,31648128,274
616231691,343791862,829
616231691,262436109,122
616231691,1011681414,322
616231691,838581132,180
616231691,489479151,655
616231691,72547999,512
616231691,634426878,1683
616231691,116851163,0
616231691,97792811,919
616231691,19976711,6830
616231691,884491356,837
616231691,191744870,549
616231691,830899812,1
616231691,98236987,670
616231691,796706113,205
616231691,585661335,1
616231691,533168576,99
616231691,34711597,251
616231691,18052866,15582
616231691,37454098,2147
616231691,79475299,408
616231691,287495632,4520
616231691,808322004,770
616231691,129280923,13
616231691,236904501,37
616231691,371424196,300
616231691,102408883,116
616231691,49687232,1598
616231691,17999868,13957
616231691,20562974,1086
616231691,15414010,237
616231691,336110109,12661
616231691,224221596,2102
616231691,207647821,519
616231691,37006811,425
616231691,43298203,1345
616231691,759475836,32
616231691,200607519,125227
616231691,952746469,85
616231691,18447842,1741
616231691,776540384,269
616231691,42437497,2183
616231691,385662797,608
616231691,795657054,1426
616231691,796710386,55
616231691,428623745,732
616231691,98135021,1219
616231691,87775869,24
616231691,251768889,380
616231691,172726264,0
616231691,111508072,197
616231691,159259904,97
616231691,55793601,559
616231691,572831749,29
616231691,275413557,96
616231691,183988240,303
616231691,93802469,0
616231691,888029341,58
616231691,26678695,4628
616231691,371452651,47
616231691,107300441,22158
616231691,898559742,1
616231691,229941983,0
616231691,245538882,487
616231691,25150827,254
616231691,900631303,409
616231691,42381705,508389
616231691,733927806,111
616231691,271643557,0
616231691,299665981,200
616231691,499349280,1621
616231691,140007206,951
616231691,100810549,1871
616231691,785300713,0
616231691,199055135,2265
616231691,21188490,6230
616231691,884083028,5
616231691,307003398,1994
616231691,225818852,306552
616231691,135325668,318
616231691,56195398,4372
616231691,348042364,253
616231691,34852681,2016
616231691,844726662,694
616231691,48386631,1198
616231691,30316138,3045
616231691,92020072,274
616231691,486114154,444
616231691,874410619,5
616231691,24796814,0
616231691,22669475,5316
616231691,1543121,550
616231691,16251798,742
616231691,339228380,129
616231691,531095081,3708
616231691,234883763,95
616231691,836032813,407
616231691,844711830,4
616231691,34006363,434
616231691,19777426,409
616231691,146742366,1681
616231691,374853167,4789
616231691,385547405,4
616231691,22236582,1063
616231691,31636483,32
616231691,533763832,519
616231691,18818436,137
616231691,14652207,3167
616231691,834796088,12
616231691,18845207,623
616231691,25316788,3604
616231691,379067792,118
616231691,34048549,226
616231691,192019423,163
616231691,97856379,907
616231691,25044415,831
616231691,632050450,2
616231691,16343965,1388
616231691,99943864,399483
616231691,317727793,220
616231691,28900021,4340
616231691,22940406,759
616231691,24514891,81
616231691,803348954,1
616231691,23993598,685
616231691,291633977,191
616231691,62905026,14
616231691,799236876,1942
616231691,256431134,712
616231691,156856598,2372
616231691,159027840,889
616231691,270152414,780
616231691,284227382,598
616231691,782339538,9
616231691,7097432,1230
616231691,64927403,884
616231691,201388863,916
616231691,523575419,4131
616231691,1422311,737
616231691,508927674,366
616231691,239543885,716
616231691,386529716,347
616231691,352271034,161
616231691,376506636,634
616231691,572826232,10
616231691,107209981,1460
616231691,331914357,28
616231691,22131095,701
616231691,73763589,294
616231691,739574504,456
616231691,218500352,2052
616231691,553996656,491
616231691,166249822,508
616231691,427160606,13756
616231691,24496263,1515
616231691,26085577,1092
616231691,610618520,772
616231691,40080391,1623
616231691,349394165,1611
616231691,18548136,2793093
616231691,169599228,3812
616231691,207284622,13
616231691,441284056,129
616231691,36773483,1424
616231691,411769428,5653
616231691,142386187,7
616231691,539238980,54
616231691,302328722,1253
616231691,29441764,1572
616231691,260075836,358
616231691,67594776,179
616231691,372378006,946
616231691,619635233,2439
616231691,336113447,0
616231691,415742089,0
616231691,19196415,15893
616231691,285777193,0
616231691,615353576,25
616231691,41999117,356
616231691,266829940,90
616231691,414299381,28
616231691,138796675,1393
616231691,418868488,63
616231691,575192654,0
616231691,11895802,19669
616231691,179759853,698
616231691,17314478,1532
616231691,184996887,256
616231691,422426889,2551
616231691,633836094,0
616231691,16098254,57
616231691,255692671,2282
616231691,199236729,160
616231691,69930772,3961
616231691,534602070,10
616231691,63738415,1218
616231691,524826008,13576
616231691,112813602,521
616231691,17262256,6169
616231691,30060132,2527
616231691,50429080,10536
616231691,531406812,58
616231691,289888727,268
616231691,406384119,154
616231691,592825276,14
616231691,211162329,117
616231691,23390802,2523
616231691,412695306,1197
616231691,348189617,182
616231691,584955617,24
616231691,607060616,673
616231691,22929621,420
616231691,298118398,5575
616231691,302273224,14
616231691,320307523,40107
616231691,106738160,83391
616231691,320368877,40004
616231691,55565562,4542
616231691,579231944,41
616231691,175504538,298
616231691,21525579,1460
616231691,491541394,80
616231691,92243805,9388
616231691,150395278,2550
616393718,113597756,646
616393718,406703291,208
616393718,38746745,588
616393718,1596669912,308
616393718,627856619,620
616393718,558118066,365
616393718,247718063,402
616393718,1169737134,15
616393718,18577817,4118
616393718,5449422,41101
616393718,83390404,112
616393718,182948258,6858
616393718,1113094070,21602
616393718,234689431,3919
616393718,54684720,7908
616393718,1406986080,15
616393718,606766286,96
616393718,155629354,23371
616393718,179933308,155
616393718,50791412,865
616393718,93292246,210
616393718,17624061,3550
616393718,199705725,11578
616393718,203537566,227
616393718,831462283,6715
616393718,26767496,1718
616393718,1476711734,162
616393718,40666068,62094
616393718,25481322,87
616393718,1130397020,1429
616393718,14478132,1
616393718,427563850,580
616393718,15395792,356
616393718,1374778464,300
616393718,88494176,861
616393718,1275544410,71
616393718,1241898602,649
616393718,1123729428,42
616393718,1340919560,96
616393718,72925097,98
616393718,325553281,614
616393718,288962354,1631
616393718,1342811737,1092
616393718,27787064,28946
616393718,1400674765,1818
616393718,9885692,1069
616393718,295128920,1106
616393718,1109860674,682
616393718,175526974,1619
616393718,922727107,85
616393718,118106343,9
616393718,239933111,46
616393718,480722487,1741
616393718,446472003,52
616393718,528046225,6296
616393718,34458084,277
616393718,124914275,13511
616393718,152265870,350
616393718,338836048,6035
616393718,30099987,153
616393718,1205340385,29
616393718,621584171,55
616393718,37329581,19696
616393718,108136669,790
616393718,741205645,4023
616393718,68100474,2073
616393718,301225220,766
616393718,1345745096,2011
616393718,407936779,37
616393718,40163612,1382
616393718,1114020792,238
616393718,550830170,0
616393718,1278227102,22
616393718,129579241,1046
616393718,122996201,405
616393718,195603250,4
616393718,492519834,406
616393718,30326696,3219
616393718,109972295,1618
616393718,120763293,129
616393718,50966847,365
616393718,1320957080,613
616393718,231580193,353
616393718,311934556,504
616393718,55841591,212
616393718,770626915,87651
616393718,131537563,273
616393718,227200218,22
616393718,464741342,533
616393718,165861719,371
616393718,1304050322,288
616393718,141651880,2751
616393718,936701744,1798
616393718,1167355694,152
616393718,1236256668,662
616393718,154557864,119
616393718,16180051,395
616393718,1278764395,133
616393718,416247337,612
616393718,55347680,1953
616393718,142945587,55
616393718,15990690,27142
616393718,393975067,76
616393718,402503032,0
616393718,999323954,2177
616393718,765853866,89
616393718,174559028,4601
616393718,1021376496,0
616393718,199363537,68
616393718,42298947,13
616393718,636677537,0
616393718,377796204,497
616393718,165310161,4355
616393718,713463571,61931
616393718,41069191,621
616393718,235430181,1585
616393718,488603208,410
616393718,487665070,586
616393718,533266685,317
616393718,273506534,2623
616393718,219495794,7397
616393718,56744936,669
616393718,825489644,445
616393718,312722751,674
616393718,15501305,93662
616393718,1113440492,277
616393718,623891054,343
616393718,26174529,4325
616393718,16098159,2670
616393718,439721865,0
616393718,153859710,148
616393718,1131112849,8
616393718,577774746,8
616393718,563163446,82
616393718,100183530,144
616393718,769822836,44
616393718,805371290,89
616393718,857533963,733
616393718,157601911,0
616393718,13515772,2696
616393718,632683710,541
616393718,237943332,166
616393718,22680047,476
616393718,22733444,4140
616393718,35416983,355
616393718,862921,1047
616393718,734951328,3
616393718,22207878,7062
616393718,801129528,17
616393718,1034449099,314
616393718,38672574,7
616393718,1013227898,0
616393718,30040682,762
616393718,1016846400,5091
616393718,1012100762,42
616393718,110734725,362
616393718,627985809,489
616393718,27377306,3310
616393718,938579726,983
616393718,1009113092,30
616393718,191672862,0
616393718,1011611028,1315
616393718,110842122,178
616393718,555463461,6841
616393718,369716673,401
616393718,227256940,894
616393718,582191488,107
616393718,64960146,610
616393718,978746390,253
616393718,440602667,0
616393718,181397382,5
616393718,960230688,19
616393718,622045571,1630
616393718,15639784,732
616393718,961987772,32
616393718,188636237,4346
616393718,25993004,466
616393718,192874217,464
616393718,44819218,131
616393718,82752444,5091
616393718,526606819,27034
616393718,73354121,152
616393718,813401899,29
616393718,14995294,425
616393718,791075480,931
616393718,143309315,4116
616393718,95356099,2404
616393718,481157641,1
616393718,234385513,40897
616393718,257853631,178
616393718,18457959,0
616393718,42680826,7912
616393718,27528616,3886
616393718,889942976,699
616393718,103649437,215
616393718,193352925,2207
616393718,9668852,1540
616393718,286880213,243505
616393718,158747219,888
616393718,222177780,831
616393718,13832882,3946
616393718,298360391,1395
616393718,48654999,748
616393718,851694596,87
616393718,151029171,1024
616393718,889991060,41
616393718,609064916,254
616393718,19151178,431
616393718,423489014,44
616393718,112962217,2325
616393718,215818124,2266
616393718,63860944,8
616393718,118968440,59
616393718,590523670,969
616393718,846325818,1529
616393718,707285586,65812
616393718,92352911,770
616393718,38570287,540879
616393718,16827333,882
616393718,41671312,29937
616393718,180932478,134
616393718,373582640,40
616393718,120803429,370
616393718,111222977,42732
616393718,829257396,2455
616393718,223490519,432
616393718,841117854,14
616393718,26073214,1020
616393718,28500249,40182
616393718,185288248,3896
616393718,494129634,0
616393718,266826697,1219
616393718,168740834,51561
616393718,261911173,0
616393718,515088634,0
616393718,338594191,790
616393718,281290956,24224
616393718,293058063,1435
616393718,580223849,738
616393718,44130296,2442
616393718,18222378,21
616393718,501219300,7432
616393718,163804578,0
616393718,387209539,0
616393718,8381622,58
616393718,778408140,205
616393718,708576098,1141
616393718,27266704,429
616393718,278561100,15
616393718,626690268,0
616393718,327373040,1296
616393718,93950532,818
616393718,714912384,199
616393718,18113292,31738
616393718,1630261,4864
616393718,15481158,22004
616393718,217984824,2079
616393718,15917338,4999
616393718,14744347,7161
616393718,735587503,121
616393718,735555966,117
616393718,636026316,5037
616393718,263435069,1363
616393718,20453905,3806
616393718,744515347,1
616393718,32534378,713
616393718,32370124,128
616393718,31471217,6753
616393718,567708318,49
616393718,163767621,246
616393718,158347296,183
616393718,632149232,14
616393718,86850404,984
616393718,23001128,1058
616393718,733234806,1828
616393718,62386206,21
616393718,338362329,532
616393718,259475223,50
616393718,574264945,475
616393718,636121876,30
616393718,374610685,1346
616393718,409309522,444
616393718,173723592,4999
616393718,27455424,5909
616393718,603107784,0
616393718,235896548,56
616393718,24843679,12040
616393718,295762270,70406
616393718,564135559,4882
616393718,60770565,97
616393718,106170902,75471
616393718,83238352,8525
616393718,620443361,285
616393718,47404804,1315
616393718,89762473,14571
616393718,86446756,3589
616393718,512819029,7
616393718,433257544,22
616393718,285625011,109
616393718,168857533,2133
616393718,386925170,11866
616393718,82174207,184
616393718,618557252,0
616393718,27991183,1308
616393718,18064931,1534
616393718,32614065,25527
616393718,154132764,80
616393718,150377671,387
616635785,521455543,608
616635785,845748866,0
616635785,244727125,1025
616635785,254299818,2380
616635785,80902351,2249
616635785,1360321135,156
616635785,1066713224,2054
616635785,396280240,76
616635785,276113532,102
616635785,141002336,72
616635785,46371552,9909
616635785,26992668,9
616635785,463551999,1828
616635785,356379164,8096
616635785,19803537,1407
616635785,859072476,75
616635785,569665296,267
616635785,23171093,349
616635785,269362480,65
616635785,1207060226,436
616635785,352377614,17107
616635785,116095439,2040
616635785,199546327,10396
616635785,193782586,6979
616635785,123606252,36
616635785,198750913,554
616635785,153893716,5741
616635785,298127374,0
616635785,29602803,3419
616635785,25915690,462660
616635785,53569692,612
616635785,226828258,21
616635785,525873066,101
616635785,206481835,11886
616635785,830062789,202
616635785,24067286,315585
616635785,30171708,624
616635785,746630688,20
616635785,196497084,80
616635785,35825392,16364
616635785,302339516,213
616635785,91567275,235
616635785,45230722,188
616635785,301453260,0
616635785,21997036,743
616635785,323728920,61
616635785,114814239,6031
616635785,205485858,361
616635785,414278705,194
616635785,66729700,6804
616635785,19871763,860
616635785,42142097,1694
616635785,82575505,107
616635785,123631585,440
616635785,89906106,2183
616635785,934999724,0
616635785,179847046,17
616635785,947980644,4245
616635785,961067276,7
616635785,954689094,14
616635785,214480365,67
616635785,913312028,4
616635785,279596487,604
616635785,453141117,17942
616635785,74588131,1847
616635785,80427298,43760
616635785,17820799,85
616635785,166986297,94
616635785,16614663,33308
616635785,28620644,836
616635785,55950793,188
616635785,249422568,205
616635785,329120416,44
616635785,451372207,59
616635785,212066025,291630
616635785,486613063,166582
616635785,35761994,22731
616635785,17986973,391520
616635785,932986729,97
616635785,898346352,80
616635785,573053395,1380
616635785,28293679,2817
616635785,409704576,396
616635785,149143535,0
616635785,518833240,33
616635785,798502008,0
616635785,39621350,1055
616635785,85313854,24
616635785,19927199,430
616635785,132690727,394
616635785,62338932,50
616635785,59977859,97
616635785,374959409,7853
616635785,117216619,5533
616635785,886476894,0
616635785,271531588,49
616635785,43178855,122
616635785,1775111,1235
616635785,603668010,507
616635785,87318622,132
616635785,592480146,521
616635785,114914015,67
616635785,851573605,1
616635785,63895526,197
616635785,301785848,6281
616635785,80370081,129
616635785,14392932,479
616635785,743866922,0
616635785,225549541,48958
616635785,23648057,692
616635785,202540134,936
616635785,68642059,157
616635785,567970878,487
616635785,260527969,240
616635785,34075932,4271
616635785,506691109,1025
616635785,602958918,0
616635785,253384462,12827
616635785,805290086,535
616635785,629005546,134
616635785,791745482,3760
616635785,90621905,273
616635785,472241085,0
616635785,484075972,1942
616635785,73408384,0
616635785,751564670,2924
616635785,294268480,1257
616635785,277694415,5400
616635785,27410966,48
616635785,362241113,18287
616635785,31432267,1844
616635785,587665072,648
616635785,321536444,565
616635785,62559170,415
616635785,310867681,731
616635785,618510804,1238
616635785,27282834,3138
616635785,600749954,0
616635785,328986215,189
616635785,305933249,1435
616635785,305905043,599
616635785,96648359,181
616635785,159892326,36
616635785,485336530,130
616635785,195470474,1667
616635785,384876838,96
616635785,35999178,0
616635785,737458626,3948
616635785,460794705,101
616635785,8773632,7042
616635785,745909460,58
616635785,40316313,4351
616635785,400664417,67
616635785,631104687,110710
616635785,43183715,493
616635785,51454376,783
616635785,71176242,7299
616635785,296221520,747
616635785,541846460,679
616635785,24912064,722
